X,Y,P_Puntaje_2019,P_Puntaje_2020,P_Puntaje_2021,P_Puntaje_2022,EVALUADOS,P_Lectura,P_Matemati,P_Sociales,P_Ciencias,P_Ingles,Sector,CALENDARIO,GENERO,COD_LOCA,upz,CLASE_TIPO,Categoria,DENSITY
-74.1149391297658,4.61013152984602,257.3214286,252.109437,252.7818757,267.8954192,73,54,51,49,48,50,2,1,5,16,40,1,3,237.134316238
-74.0930340196847,4.62180607836774,261.9230769,253.8461538,256.5384615,265.3846154,34,55,52,48,50,52,2,1,5,16,108,1,3,12.2408326165
-74.1190069502057,4.57982972343745,245.5685619,245.7692308,246.8905325,243.7011349,130,53,50,47,48,49,2,1,5,18,39,1,3,226.849943649
-74.1172947999017,4.57969700474683,267.3076923,266.1538462,266.1538462,258.8461538,78,55,53,52,53,53,2,1,5,18,39,1,2,226.849943649
-74.1238884197141,4.60339644315148,268.956044,269.0561586,261.6510837,259.6860283,181,56,52,51,51,53,2,1,5,16,41,1,2,225.660695821
-74.1203677397576,4.58476473156652,253.0769231,250.3846154,267.6923077,265,32,57,55,51,52,51,2,1,5,18,39,1,3,226.849943649
-74.1790517900838,4.61411211289568,249.5491594,250.5343511,248.4521576,238.7732095,123,53,50,48,48,50,2,1,5,8,81,1,3,394.125463137
-74.1584030197416,4.62164083961341,258.3618234,250.3789174,252.3461538,253.814433,100,53,50,49,50,51,2,1,5,8,47,1,3,285.522465006
-74.1629130197104,4.62145383735821,255.7692308,253.4615385,248.0769231,256.9230769,68,53,50,47,49,48,2,1,5,8,47,1,3,285.522465006
-74.1613707596913,4.61709863867018,258.4586466,263.1988743,255.3344482,259.6153846,115,54,51,48,50,55,2,1,5,8,47,1,3,285.522465006
-74.0871427503722,4.68077841515416,271.9230769,258.8461538,250.3846154,266.1538462,36,54,52,46,48,51,2,1,5,10,26,1,2,234.204297324
-74.0699910495658,4.59292342330935,249.5927602,235,228.532967,242.2828784,70,49,45,45,45,45,2,1,5,17,94,1,4,116.952210302
-74.1140324601496,4.54747847836723,244.1107474,245.75,242.6098901,248.0087634,140,52,49,46,48,47,2,1,5,18,55,1,3,374.543896683
-74.1156267101658,4.52531050122822,268.0769231,262.3076923,267.3076923,247.3076923,35,58,54,52,50,53,2,1,5,5,57,1,2,257.824482571
-74.0922039601925,4.5944046278352,251.5384615,258.4615385,254.6153846,260.3846154,67,53,52,49,50,50,2,1,5,14,37,1,3,224.909701485
-74.1253150899123,4.57867348282193,247.3076923,253.4615385,252.3076923,261.5384615,25,54,53,48,46,53,2,1,5,18,39,1,3,226.849943649
-74.1813108904283,4.62807298372205,253.8013108,257.5373932,253.3372523,261.3497823,229,54,51,48,50,50,2,1,5,7,84,1,3,415.818720334
-74.0794494399384,4.56968732895918,249.8592871,257.3076923,259.2307692,264.2307692,82,55,53,49,50,53,2,1,5,4,32,1,3,238.093314977
-74.1331682896869,4.5794136923684,260.2288815,262.3794003,250.5365017,262.150212,157,53,51,48,48,50,2,1,5,6,42,1,3,219.024920058
-74.127387959617,4.63207076926547,275.5992844,279.2751479,277.2922044,280.8532644,149,59,54,54,54,56,2,1,5,8,113,1,2,75.7247030708
-74.1444909600568,4.67028357717582,263.2118758,260.3001876,255.8974359,255.4520918,120,54,52,49,50,50,2,1,5,9,75,1,3,276.94015566
-74.0836754501065,4.56238102658689,249.6153846,231.5384615,236.1538462,269.6153846,34,51,47,45,46,47,2,1,5,4,32,1,3,238.093314977
-74.1364856198091,4.55524853822525,243.3482143,247.2307692,243.5618729,243.8379705,92,52,50,46,48,46,2,1,5,19,67,1,3,277.409159592
-74.1260386101102,4.57763608175261,251.1538462,251.5384615,257.3076923,260.7692308,107,55,52,49,50,51,2,1,5,18,39,1,3,226.849943649
-74.0975652800813,4.59050518801179,258.5921626,268.0906593,252.9869067,266.1538462,94,54,51,48,49,50,2,1,5,15,38,1,2,217.137387873
-74.1088053296996,4.63205894307002,253.4615385,255.7692308,253.4615385,249.2307692,10,54,48,47,53,53,2,1,5,16,111,1,3,41.122473517
-74.1258339002266,4.6095420559242,271.5384615,261.1538462,264.2307692,270.7692308,52,56,53,52,50,54,2,1,5,16,40,1,2,237.134316238
-74.1105355298526,4.57915000899049,253.4615385,254.6153846,251.1538462,263.0769231,52,54,51,48,48,50,2,1,5,18,39,1,3,226.849943649
-74.1088663396805,4.57651660481765,265.5606258,251.1620295,256.4903846,266.4102564,104,54,52,48,49,54,2,1,5,18,36,1,2,235.877289564
-74.1142553303749,4.69801122686363,269.9612618,261.2538462,264.8254438,270.7656362,130,56,52,51,52,55,2,1,5,10,30,1,3,268.675374031
-74.1505135900134,4.6168386529178,256.875,250.7497566,255.78257,264.3333333,173,55,51,49,49,51,2,1,5,8,45,1,2,219.650105747
-74.1416149003684,4.61789487102631,270.1923077,265,266.5384615,266.9230769,117,57,54,50,52,54,2,1,5,8,45,1,2,219.650105747
-74.1092540300992,4.58371641404488,264.6153846,260.7692308,250,262.3076923,71,54,50,47,49,50,2,1,5,18,39,1,3,226.849943649
-74.0991180800337,4.70884461598204,265.4590571,272.032967,268.956044,276.71415,98,58,52,53,52,54,2,1,5,10,29,1,2,395.72206025
-74.1038172903541,4.70769611258852,264.0987371,257.9461015,268.8020177,259.8728544,122,57,55,52,52,55,2,1,5,10,29,1,2,395.72206025
-74.0847393204059,4.5527037347525,234.0126292,239.1722408,236.4201183,239.9541518,130,51,48,44,47,46,2,1,5,4,32,1,4,238.093314977
-74.0921943598971,4.53044474460379,254.2307692,240.7692308,228.0769231,247.3076923,63,48,46,43,45,47,2,1,5,4,51,1,3,201.2087013
-74.1211322698448,4.51886435870421,257.6923077,253.0769231,236.1538462,251.9230769,117,50,47,45,47,47,2,1,5,5,57,1,3,257.824482571
-74.152945650186,4.63356931979572,263.2140468,256.9808949,263.3545151,256.3052695,115,56,54,50,51,51,2,1,5,8,46,1,3,249.0557781
-74.1361261796094,4.604955536003,288.0769231,268.4615385,262.6923077,275,50,55,54,50,51,53,2,1,5,8,45,1,2,219.650105747
-74.1582112303268,4.61747131844596,277.6923077,274.6153846,270.7692308,276.9230769,95,57,56,51,52,56,2,1,5,8,47,1,2,285.522465006
-74.1485482396651,4.60377220587183,267.4615385,262.1538462,262.256894,264.2307692,106,56,52,50,51,53,2,1,5,8,48,1,2,342.204666539
-74.0794725401159,4.61514632696155,248.4615385,254.2307692,238.4615385,240,31,50,46,49,47,44,2,1,5,14,102,1,4,115.75098835
-74.1407761901001,4.62025100791784,269.6703297,265.8003108,264.0880893,269.921377,186,56,53,51,52,54,2,1,5,8,44,1,2,222.023079759
-74.0612539201281,4.65435475979166,266.5384615,242.3076923,254.2307692,265.7692308,41,55,50,49,49,52,2,1,5,2,97,1,3,62.2349627659
-74.0832311200108,4.68663381429165,273.438914,274.7177822,267.3868778,271.2544379,136,57,53,52,52,55,2,1,5,10,26,1,2,234.204297324
-74.1207505900536,4.57195830068467,237.993763,237.8846154,249.8562975,236.9982317,91,53,51,48,48,49,2,1,5,18,53,1,3,356.98615353
-74.1009424002722,4.55932859437374,238.0769231,231.5384615,241.1538462,255.7692308,42,52,49,46,46,48,2,1,5,4,33,1,4,199.075121954
-74.0937410504072,4.55684692205389,254.2307692,249.2307692,241.1538462,254.6153846,25,51,49,44,48,51,2,1,5,4,34,1,3,351.773155874
-74.0929046003001,4.55976874320755,245.2097902,255.951417,247.166405,245.0334448,49,52,50,49,48,49,2,1,5,4,34,1,4,351.773155874
-74.0952428997133,4.55131045740949,260.6410256,263.1983806,263.3533654,263.2376579,64,57,52,51,51,52,2,1,5,4,50,1,2,265.121012922
-74.0934043303977,4.56520776890724,238.5931174,237.2067308,237.1153846,238.7941788,92,51,47,45,46,49,2,1,5,4,34,1,3,351.773155874
-74.0934270299266,4.55225703831113,238.8461538,239.6193093,233.0448718,245.4904728,120,51,47,44,45,46,2,1,5,4,50,1,3,265.121012922
-74.0880856400607,4.6089657028578,265.8461538,254.6832579,262.1087533,261.5604396,58,55,53,51,51,53,2,1,5,14,102,1,2,115.75098835
-74.1083373604372,4.56466879710493,237.678733,239.2751479,229.147929,241.10971,65,48,47,43,45,46,2,1,5,18,53,1,3,356.98615353
-74.1651124602419,4.58725796579009,252.8923077,244.9099836,245.6380441,252.0530878,129,53,49,47,47,48,2,1,5,19,69,1,4,293.036581025
-74.0853800500705,4.57668580118873,319.2307692,318.4615385,319.6153846,318.8461538,52,64,66,61,64,66,1,1,5,4,33,4,1,199.075121954
-74.0819186301767,4.60573970730634,329.2307692,318.4615385,336.9230769,334.2307692,157,67,71,65,66,69,2,1,5,14,102,3,1,115.75098835
-74.0910314997449,4.51344451342746,245.3846154,250,236.9230769,237.3076923,63,51,48,44,47,46,2,1,5,5,52,1,3,98.59041038
-74.0910314997449,4.51344451342746,245.3846154,250,236.9230769,237.3076923,63,51,48,44,47,46,2,1,5,5,52,1,3,98.59041038
-74.0910314997449,4.51344451342746,245.3846154,250,236.9230769,237.3076923,63,51,48,44,47,46,2,1,5,5,52,1,3,98.59041038
-74.0910314997449,4.51344451342746,245.3846154,250,236.9230769,237.3076923,63,51,48,44,47,46,2,1,5,5,52,1,3,98.59041038
-74.1475229699735,4.6188541508917,265.602122,264.8092065,257.3833544,260.5,122,55,51,49,49,55,2,1,5,8,47,1,3,285.522465006
-74.1024798596945,4.74348502566026,258.4526285,252.3076923,249.2682927,261.4903846,246,53,51,47,49,51,2,1,5,11,28,1,3,425.30735871
-74.1258742696171,4.71094924370565,261.9230769,258.4615385,240.3846154,257.6923077,76,51,48,46,47,49,2,1,5,10,73,1,3,268.783871617
-74.1516886304224,4.62187596925538,256.6513128,251.9230769,248.5366587,253.9155107,128,53,50,47,48,51,2,1,5,8,47,1,3,285.522465006
-74.096350270032,4.567173436983,248.997669,249.9797571,257.0677837,255.3389185,101,54,51,50,50,51,2,1,5,4,34,1,3,351.773155874
-74.112076400178,4.55810389662468,250,261.5384615,246.9230769,256.5384615,116,53,51,46,48,48,2,1,5,18,54,1,3,265.825454295
-74.1779424102338,4.61654003500082,256.3609467,254.6373626,253.9400716,258.0600375,172,54,51,49,49,50,2,1,5,8,81,1,3,394.125463137
-74.0821726000772,4.64678834740793,298.4615385,290,308.8461538,306.5384615,31,63,62,60,60,68,1,1,5,13,106,4,1,175.156915276
-74.0241024197886,4.72964660589867,242.3347356,244.6153846,239.6153846,234.6153846,91,52,49,45,46,46,2,1,5,1,13,1,3,152.267740971
-74.1013395795953,4.56851008504561,256.3586654,250.2713178,251.8241175,257.3813214,377,54,51,48,49,50,2,1,5,18,36,1,3,235.877289564
-74.0853761100597,4.57129668223271,256.025641,262.9214403,253.9297659,256.1312217,184,54,51,49,50,50,2,1,5,4,33,1,3,199.075121954
-74.1429164397392,4.55260683117944,234.9019608,227.3076923,226.1538462,249.6153846,54,49,45,43,44,45,2,1,5,19,67,1,4,277.409159592
-74.0788148799032,4.62303953834341,255.7692308,253.8461538,256.1538462,272.6923077,12,56,52,48,48,54,2,1,5,14,102,1,3,115.75098835
-74.0950743497148,4.55587777580136,228.5953177,222.6503497,219.1504018,225.6754221,67,47,44,41,43,44,2,1,5,4,50,1,5,265.121012922
-74.105286529917,4.58428749099608,261.5384615,248.4615385,271.1538462,282.6923077,25,57,54,52,52,60,2,1,5,18,39,1,3,226.849943649
-74.07339397027,4.58774293289348,241.5384615,244.2307692,226.1538462,235,46,49,45,43,44,45,2,1,5,3,96,1,4,231.346380648
-74.0802810103969,4.57691791457172,252.3076923,260,245.7692308,246.1538462,41,53,49,48,47,48,2,1,5,4,33,1,2,199.075121954
-74.1265156397805,4.57130102072514,251.1538462,243.0769231,246.1538462,253.8461538,147,52,50,47,48,49,2,1,5,6,42,1,3,219.024920058
-74.160308009591,4.64053286458554,258.6035503,254.842033,245.9615385,258.0075662,104,53,51,46,48,49,2,1,5,8,82,1,3,548.796445738
-74.1172043503324,4.7104155068022,255.235732,257.1070234,261.0111023,258.6397749,97,55,53,49,51,55,2,1,5,10,73,1,3,268.783871617
-74.108495719947,4.7044433861513,274.2307692,252.6923077,268.8461538,248.4615385,32,58,52,53,52,54,2,1,5,10,30,1,3,268.675374031
-74.1273041998016,4.62069949023394,248.5296981,249.5179487,254.0060501,259.9759615,89,54,50,49,49,52,2,1,5,8,44,1,3,222.023079759
-74.0899473400965,4.57460371711991,250,265.7692308,256.9230769,258.8461538,106,55,52,49,50,50,2,1,5,4,33,1,3,199.075121954
-74.1423451399646,4.56068663283194,245.956044,247.541806,239.7252747,248.2712133,196,51,50,45,48,45,2,1,5,19,66,1,3,426.716438139
-74.0823146497748,4.59219538682639,225.3846154,220,244.6153846,241.9230769,34,52,49,47,48,48,2,1,5,3,95,1,4,251.612276302
-74.1509521196873,4.5400161877031,231.9230769,228.0769231,225.3846154,235.7692308,76,49,46,42,44,43,2,1,5,19,67,1,5,277.409159592
-74.0829952700279,4.68610674227849,265.7692308,276.1538462,253.4615385,266.9230769,68,55,51,48,49,50,2,1,5,10,26,1,2,234.204297324
-74.1100663397797,4.57301380982366,238.8461538,241.5384615,247.3076923,244.2307692,52,52,51,47,48,49,2,1,5,18,53,1,4,356.98615353
-74.0939899600977,4.60615797677682,259.6153846,259.6153846,261.5384615,266.9230769,93,55,54,49,51,53,2,1,5,14,102,1,3,115.75098835
-74.1100977502719,4.54755149908981,244.6153846,246.9230769,258.4615385,251.9230769,41,55,53,48,51,51,2,1,5,18,55,1,4,374.543896683
-74.1087226496592,4.49852044856728,246.5384615,238.4615385,241.9230769,247.3076923,84,52,49,46,47,47,2,1,5,5,58,1,3,176.042047774
-74.0232124103276,4.74920662860205,265.7692308,258.8461538,253.8461538,255,48,55,51,48,49,51,2,1,5,1,10,1,3,49.3969468097
-74.1104695000859,4.74621297215213,255.6792958,252.2994652,245.1270125,246.943128,215,52,49,48,48,49,2,1,5,11,71,1,3,306.418065453
-74.1227166401895,4.61772697381517,273.4615385,278.8461538,288.4615385,285,58,61,57,56,54,66,2,1,5,16,43,1,2,233.05811403
-74.1581161795866,4.57240714291937,253.1818182,254.0236686,244.1402715,262.3151606,102,53,51,46,48,47,2,1,5,19,70,1,3,183.622965031
-74.1996725698201,4.61023439620936,262.6923077,270.3846154,257.6923077,258.4615385,197,54,53,48,51,52,2,1,5,7,85,1,3,309.569740428
-74.1200391899256,4.52532881987988,240.1648352,245.9351433,248.4432234,248.8811189,105,53,49,47,49,49,2,1,5,5,57,1,3,257.824482571
-74.0860714303441,4.52833482588815,235.928382,238.9840348,234.4615385,242.3411371,60,50,47,44,46,48,2,1,5,4,51,1,4,201.2087013
-74.1167743896879,4.50682747211385,249.0016367,248.9294211,248.0232558,250.8916084,86,53,51,48,48,47,2,1,5,5,58,1,4,176.042047774
-74.1573424103267,4.56909046900806,241.6978517,242.6418663,243.4061538,240.7692308,125,52,49,46,48,49,2,1,5,19,70,1,3,183.622965031
-74.1622277803201,4.55117244024496,244.2153846,249.3589744,235.5988315,236.6360505,79,50,48,45,46,45,2,1,5,19,67,1,3,277.409159592
-74.1191707499129,4.61146450867447,272.9370629,278.7725753,279.0271493,281.7561684,119,58,57,53,54,56,2,1,5,16,40,1,2,237.134316238
-74.0993622502127,4.72851504655399,246.5384615,250.3846154,247.3076923,255,132,53,51,47,47,49,2,1,5,11,28,1,3,425.30735871
-74.1637818100661,4.58645227466895,262.3626374,258.0143541,249.58695,263.2175824,257,53,50,48,48,50,2,1,5,19,69,1,3,293.036581025
-74.064389970226,4.71668855809678,262.3076923,261.9230769,257.3076923,262.6923077,133,55,51,49,50,54,2,1,5,11,24,1,3,86.0076716846
-74.1424167303028,4.54490467472886,234.1313742,235.8974359,236.6105769,241.717033,64,49,49,45,47,45,2,1,5,19,67,1,4,277.409159592
-74.1524694999663,4.58942980365004,261.5384615,261.1538462,260,265.7692308,65,56,53,50,50,49,2,1,5,6,42,1,3,219.024920058
-74.1150956297631,4.49675361997706,243.4096272,241.4520311,240.7506951,250.5044955,166,51,50,46,47,46,2,1,5,5,58,1,3,176.042047774
-74.1179589396626,4.55526259095668,257.966043,256.5942029,252.2542735,260.2038925,216,53,52,48,49,50,2,1,5,18,54,1,3,265.825454295
-74.1418892503478,4.64045024426681,273.0322674,268.2835821,265.2499189,274.048835,237,56,53,52,52,55,2,1,5,8,46,1,2,249.0557781
-74.146823919884,4.56601550321194,248.5325821,254.0202429,245.5719921,250.4122675,195,52,50,47,48,47,2,1,5,19,66,1,3,426.716438139
-74.1671174101245,4.60579401956496,266.9324578,260.6297549,250.6993007,256.0668498,99,53,52,46,49,52,2,1,5,8,48,1,2,342.204666539
-74.1058054201813,4.51231597968861,260.3846154,253.0769231,257.3076923,254.6153846,185,54,52,50,50,51,2,1,5,5,57,1,3,257.824482571
-74.1997837201668,4.6034041777672,246.9230769,248.0769231,255.3846154,251.9230769,76,54,51,50,49,52,2,1,5,7,85,1,3,309.569740428
-74.1109024799681,4.50636117355786,252.3713528,257.8629032,256.9230769,259.586682,144,54,52,49,50,53,2,1,5,5,58,1,3,176.042047774
-74.1370875197956,4.56664439107928,233.4615385,233.0769231,248.4615385,243.0769231,48,53,50,47,48,52,2,1,5,6,62,1,4,176.315694126
-74.1436434696548,4.60776184133635,272.1923077,272.605225,256.6987179,268.8461538,144,54,52,49,51,51,2,1,5,8,45,1,2,219.650105747
-74.0258200695788,4.76685360706287,245.574095,241.0307692,246.8600252,247.2678063,122,53,49,48,48,51,2,1,5,1,9,1,3,270.694567329
-74.0884037101466,4.58609114593625,256.5384615,262.3076923,250.7692308,265,67,52,51,48,50,49,2,1,5,15,35,1,3,232.01141615
-74.1949194596843,4.62236457491852,245.9615385,253.0769231,248.8461538,259.6153846,63,53,50,48,49,47,2,1,5,7,84,1,4,415.818720334
-74.1674720102015,4.64027841993858,254.8368298,249.1858375,250.8528428,261.110348,207,54,51,48,49,49,2,1,5,8,82,1,3,548.796445738
-74.0932091696056,4.57626335685922,262.6923077,273.0769231,262.3076923,256.5384615,49,55,54,50,51,52,2,1,5,4,33,1,2,199.075121954
-74.1647133001336,4.57797704296955,248.6199095,241.0082151,248.400091,243.5982906,169,53,51,47,48,48,2,1,5,19,69,1,3,293.036581025
-74.1695785002539,4.57485739996024,238.0302357,228.1588903,230.0137363,236.9484109,168,50,48,43,45,44,2,1,5,19,69,1,4,293.036581025
-74.1760935902425,4.59269630804852,244.1758242,245.4528903,241.9706778,244.1747923,202,52,49,45,48,49,2,1,5,19,69,1,3,293.036581025
-74.0969882795979,4.73032796282135,236.5100671,237.5463223,239.4117647,242.6322968,204,51,48,45,47,48,2,1,5,11,28,1,3,425.30735871
-74.1065480897661,4.50308799628548,247.016632,251.5384615,246.5384615,246.1538462,107,52,50,47,49,47,2,1,5,5,58,1,3,176.042047774
-74.1134289997895,4.74356206987916,254.4627595,247.8758741,251.7508611,251.3005551,67,53,50,49,50,52,2,1,5,11,71,1,3,306.418065453
-74.0742305497346,4.63810805919013,270,273.0769231,269.6153846,283.0769231,111,57,53,53,52,56,2,1,5,13,100,1,2,144.564855749
-74.0645728097257,4.61768308939535,283.4615385,264.6153846,246.1538462,260,16,52,50,46,49,49,2,1,5,3,92,1,2,167.060001851
-74.1649453098187,4.57828640542252,238.1681877,251.0822898,252.6360225,248.9160839,82,54,53,47,49,49,2,1,5,19,69,1,3,293.036581025
-74.0240543796839,4.7643725011003,245.3846154,248.8461538,247.6923077,247.3076923,73,52,50,47,49,50,2,1,5,1,9,2,3,270.694567329
-74.0957671196822,4.54145586277365,259.2307692,259.2307692,253.4615385,265.7692308,132,55,52,48,48,50,2,1,5,4,51,2,2,201.2087013
-74.0883125095857,4.55523669374165,264.2307692,260.3846154,252.6923077,256.1538462,122,54,52,48,49,48,2,1,5,4,32,2,2,238.093314977
-74.1183260397967,4.50174851007876,269.6153846,255.7692308,257.6923077,260.7692308,79,54,54,49,50,49,2,1,5,5,58,2,2,176.042047774
-74.1042483298752,4.49702386738489,258.0769231,260.3846154,255.7692308,266.1538462,85,55,53,48,49,50,2,1,5,5,59,2,3,249.869014788
-74.2048659999722,4.60983200026782,253.8461538,255.3846154,253.0769231,267.6923077,62,54,50,49,50,49,2,1,5,7,85,2,2,309.569740428
-74.2021324795632,4.60994706393846,263.0769231,261.1538462,258.8461538,262.6923077,98,55,54,47,51,52,2,1,5,7,85,2,2,309.569740428
-74.1731980703501,4.64535648392101,266.1538462,267.3076923,258.4615385,264.6153846,108,55,53,49,50,51,2,1,5,8,82,2,2,548.796445738
-74.1748646904422,4.64165641310968,248.3225598,247.1208791,241.9548342,253.4280936,109,51,48,46,47,50,2,1,5,8,82,1,3,548.796445738
-74.1251867503026,4.70024734340679,266.1538462,263.0769231,265,259.2307692,88,57,54,51,51,50,2,1,5,10,74,2,2,222.634971795
-74.1172973601002,4.57397040105073,267.3076923,266.9230769,258.8461538,267.3076923,121,55,55,48,49,52,2,1,5,18,53,2,2,356.98615353
-74.1456029800554,4.53673648203464,245.3846154,247.6923077,243.4615385,246.5384615,61,53,49,47,47,45,2,1,5,19,68,1,4,225.853650032
-74.1393269299673,4.54037795571582,291.9230769,296.1538462,284.2307692,298.4615385,54,59,59,54,56,55,2,1,5,19,68,2,1,225.853650032
-74.1632670601369,4.57246826318151,275,265,286.1538462,285.3846154,79,59,59,55,56,57,2,1,5,19,70,2,2,183.622965031
-74.0791869297545,4.58307356420251,272.6923077,276.5384615,265.7692308,275.7692308,101,56,56,50,51,52,2,1,5,3,95,2,2,251.612276302
-74.1722778999535,4.63484823371553,252.3076923,259.2307692,255.7692308,264.2307692,127,55,51,49,50,50,2,1,5,8,82,1,3,548.796445738
-74.1823363802072,4.63802972921836,284.6153846,279.6153846,281.1538462,289.6153846,78,58,59,52,55,59,2,1,5,8,81,2,2,394.125463137
-74.186409480046,4.6119165459358,273.8461538,271.9230769,274.6153846,281.9230769,86,57,58,51,53,57,2,1,5,7,85,2,2,309.569740428
-74.1196404098047,4.51280888689674,286.1538462,279.2307692,265.3846154,286.1538462,81,56,54,50,52,54,2,1,5,5,57,2,2,257.824482571
